"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"WP4946","DNA repair pathways full network",118,-0.781387788316995,-2.40491224225227,0.02,0.115,0.0947368421052632,1076,"tags=39%, list=8%, signal=36%","55120/5425/11284/4292/27301/2547/6117/4968/7520/10038/6119/5889/675/54107/4436/10714/57697/2956/2176/7515/142/5982/5111/5985/5426/2178/3146/2187/2189/2237/7398/3014/3978/5983/25788/5424/672/55215/83990/5888/5984/55247/2177/2175/5427/9156"
"WP179","Cell cycle",112,-0.748426922065281,-2.2970915185333,0.0178571428571429,0.115,0.0947368421052632,638,"tags=45%, list=5%, signal=43%","10971/1032/5591/9088/10735/9184/1027/1874/7531/4999/10459/996/3066/7027/10274/6502/9126/7465/1869/8243/4175/5111/994/1017/23594/4172/8317/4173/9700/5933/4171/10926/993/983/4174/4176/9133/4998/9134/990/891/9232/699/995/8318/7272/5347/890/1031/991"
"WP411","mRNA processing",125,-0.709126547898476,-2.28306105549719,0.0196078431372549,0.115,0.0947368421052632,2466,"tags=67%, list=19%, signal=55%","8732/6732/1479/10992/8559/10250/10181/22826/6431/22803/6627/10482/1659/3188/83443/23283/51690/29894/6429/8106/6633/8449/10658/9785/1653/51692/84844/10594/84991/3182/9343/1478/53981/3276/10772/4904/5094/1196/11338/9129/10262/56339/8899/6629/1660/1665/6636/4686/3190/8175/3183/10291/5496/3187/3192/9128/6637/6635/10946/3191/23450/5725/2521/58155/6628/4841/9410/6626/11051/6632/6432/4670/6434/6426/6428/6427/6421/3181/27316/10236/8243/3178/57819/3184"
"WP5473","Cytokine cytokine receptor interaction",112,0.576303986532486,1.82005403230301,0.0192307692307692,0.115,0.0947368421052632,171,"tags=6%, list=1%, signal=6%","6352/130399/9547/9518/4982/56477/1435"
"WP2877","Vitamin D receptor pathway",104,0.558484920987889,1.7533462202576,0.02,0.115,0.0947368421052632,1021,"tags=15%, list=8%, signal=14%","5243/1469/54210/4982/1029/3486/412/7077/1647/595/215/604/81037/8027/7128/6304"
"WP1984","Integrated breast cancer pathway",141,-0.542219645403241,-1.66577624016422,0.0185185185185185,0.115,0.0947368421052632,2127,"tags=28%, list=16%, signal=24%","6667/9175/79027/466/207/253959/10454/3156/23411/4361/3845/4790/5925/55671/27005/7175/4092/596/6597/10600/79902/675/4436/3667/4953/2956/7517/7465/1869/5569/994/1017/580/672/5888/993/6790/641/8438/5347"
"WP5316","Primary ovarian insufficiency",122,-0.480910480743058,-1.50847018440905,0.0161290322580645,0.115,0.0947368421052632,1180,"tags=20%, list=9%, signal=18%","8893/57505/55120/56945/2547/6134/8891/10657/675/57697/57122/2176/142/9401/2189/84515/7516/672/29893/5888/284403/641/2175/9156"
"WP2882","Nuclear receptors meta pathway",207,0.440950083362809,1.44668161766831,0.0181818181818182,0.115,0.0947368421052632,1018,"tags=14%, list=8%, signal=13%","5243/51129/3162/2512/201266/8878/64116/8714/6649/81031/25800/7296/595/2946/8507/3725/66035/376497/6714/1831/4240/2729/91252/5465/51/10057/5552/7128"
"WP2853","Endoderm differentiation",108,-0.482649700868074,-1.47323322485839,0.0333333333333333,0.17037037037037,0.140350877192982,2324,"tags=27%, list=18%, signal=22%","55809/85363/55832/2005/10973/10153/6925/4851/7709/123169/84295/1994/54623/22823/10459/3720/4830/80155/2736/3251/708/6877/57690/5087/80312/11169/6932/2146/54892"
"WP4352","Ciliary landscape",203,-0.424380626925551,-1.35996257025012,0.0491803278688525,0.226229508196721,0.186367558239862,1187,"tags=15%, list=9%, signal=14%","5706/9343/10726/10980/55764/8100/51143/6629/3066/8533/79598/9125/25904/4436/10432/6103/4927/7465/23404/5393/4175/89891/4172/84515/4173/4171/4174/4176/10051/128239/55388"
"WP2380","Brain derived neurotrophic factor BDNF signaling",120,0.416141607694387,1.31591675869179,0.0652173913043478,0.25,0.205949656750572,2428,"tags=24%, list=18%, signal=20%","4915/5563/4908/6272/10603/8878/140885/3725/2534/6714/4905/5604/5598/5792/1739/8894/57498/5595/6868/25970/1020/6464/6792/2932/2885/6776/6772/8440/5170"
"WP5420","ADHD and autism ASD pathways",213,0.362720766957475,1.22561943822677,0.0652173913043478,0.25,0.205949656750572,1375,"tags=15%, list=10%, signal=14%","23475/2571/5563/6334/1740/50944/2643/18/6649/113235/5092/6697/84557/26100/57555/1312/102/6812/217/221955/5289/775/64798/6844/22941/22839/8408/55191/55062/51380/6948/84335"
"WP3594","Circadian rhythm genes",142,-0.399206087600909,-1.25538463709307,0.0727272727272727,0.257342657342657,0.211998527788001,940,"tags=13%, list=7%, signal=13%","57805/55269/56339/1660/10419/3066/5501/3192/5499/79723/4841/6421/3184/7298/56938/6839/2146/8914/7153"
"WP4217","Ebola virus infection in host",101,0.453390519479814,1.4215844874078,0.0909090909090909,0.273809523809524,0.225563909774436,2137,"tags=24%, list=16%, signal=20%","2621/3134/3672/3133/27072/3105/2318/23339/4240/55823/4864/10577/1212/2934/7879/5595/57617/6868/3107/3135/5922/3676/1508/1514"
"WP3929","Chemokine signaling",104,0.42203289851456,1.33234446687173,0.0851063829787234,0.273809523809524,0.225563909774436,2521,"tags=22%, list=19%, signal=18%","6352/9547/56477/4067/6773/112/115/5604/6654/5595/58191/113/111/6464/673/107/2932/8976/10344/2885/6772/5880/2309"
"WP2004","miR targeted genes in lymphocytes",394,-0.346007146007378,-1.22311175946773,0.0952380952380952,0.273809523809524,0.225563909774436,1746,"tags=20%, list=13%, signal=18%","29116/5586/55347/4170/8636/91869/2820/8161/7846/83871/6935/5557/55052/94081/3845/406947/5925/7171/79813/79922/64422/29901/9429/10971/9070/1977/64841/23186/1105/54552/596/1027/1912/25840/4691/5425/10772/80335/51251/8487/5536/140707/29957/8801/1665/2483/83858/10165/4233/80155/865/23649/7170/9125/54901/5725/58155/708/1075/3667/4670/10541/5757/1869/8243/27338/84823/51616/7298/7398/3159/10036/23224/9319/2146/29128/128239/5347/9212"
"WP3932","Focal adhesion PI3K Akt mTOR signaling",215,0.359053991012243,1.21000826890734,0.111111111111111,0.300653594771242,0.247678018575851,2648,"tags=25%, list=20%, signal=20%","2034/113791/5563/7448/7057/3909/80310/5210/1435/5208/2997/7058/5526/5287/3716/7059/90993/8408/6513/2260/5604/81617/84335/10890/9170/6654/9586/7422/51719/5595/9180/468/10488/3676/53918/5862/2932/2246/3687/3914/2885/4193/7248/3693/5170/1944/3480/6009/2309/22801/3689/1278/6720"
"WP2003","miR targeted genes in leukocytes",122,0.421078483930225,1.23848376544912,0.127659574468085,0.326241134751773,0.268756998880179,1646,"tags=25%, list=12%, signal=22%","3162/7057/157506/5270/535/771/8992/3482/2997/7296/53/10423/7127/57142/1326/23339/604/83440/8744/81622/3475/1051/23423/3417/23471/55717/9296/5870/8036/10972/6576"
"WP4239","Epithelial to mesenchymal transition in colorectal cancer",117,0.388579603846865,1.20485463826446,0.166666666666667,0.403508771929825,0.332409972299169,2172,"tags=20%, list=16%, signal=17%","3714/9076/9518/7448/5310/4324/4209/5606/9839/4853/26524/8828/4313/5604/6654/5595/9069/4040/2535/7991/6464/2932/7046"
"WP289","Myometrial relaxation and contraction pathways",115,0.33188855619875,1.09390852169736,0.192307692307692,0.442307692307692,0.364372469635628,2233,"tags=22%, list=17%, signal=18%","133/3486/3487/3708/112/3725/3489/818/115/800/7532/8786/468/2778/5587/10488/113/2697/5581/9446/5998/111/3709/107/467"
"WP306","Focal adhesion",161,0.356496521433584,1.15544751823777,0.24,0.491228070175439,0.40467300975551,751,"tags=9%, list=6%, signal=8%","7448/7057/3909/80310/3672/894/23396/7058/595/2318/3725/2534/7059/6714"
"WP481","Insulin signaling",143,0.337666382150036,1.13924541671548,0.235294117647059,0.491228070175439,0.40467300975551,2521,"tags=26%, list=19%, signal=21%","5563/6236/10603/23433/2997/1326/3725/3631/6812/5289/5606/6844/6513/8491/9265/5211/5604/5598/5792/4294/5213/6654/5595/50488/5770/3636/6464/2932/2885/7248/6813/2889/5170/3480/5880/6009/2309"
"WP4803","Ciliopathies",152,-0.364777848291053,-1.12609640204135,0.245614035087719,0.491228070175439,0.40467300975551,1027,"tags=9%, list=8%, signal=9%","55764/200894/51134/9786/2736/7840/219844/84131/132320/25886/89891/10733/1063/4751"
"WP3915","Angiopoietin like protein 8 regulatory pathway",108,0.335680537254384,1.10572573764861,0.27906976744186,0.534883720930233,0.440636474908201,2841,"tags=30%, list=22%, signal=23%","5563/23433/2997/6567/1326/5289/5606/143686/6513/51422/8491/5604/5598/4294/6654/5595/50488/5770/5565/6464/2932/7248/2889/5170/7067/6009/2309/6720/5564/23265/5607/3643"
"WP4172","PI3K Akt signaling",220,0.320849555756832,1.06371980068852,0.290909090909091,0.535272727272727,0.440956937799043,709,"tags=8%, list=5%, signal=7%","4915/5563/4908/7448/7057/3909/80310/1435/3672/894/2997/7058/595/5526/3716/7059/90993"
"WP5087","Pleural mesothelioma",333,0.291205604907799,1.01381698833077,0.346153846153846,0.612426035502958,0.504515727187792,1375,"tags=11%, list=10%, signal=10%","6352/6424/4915/1008/5563/4908/1029/3909/80310/1435/3672/83999/894/595/3725/4209/3716/1649/6714/5606/5163/64798/83439/8408/8945/6513/51422/8491/2260/26524/22943/4313/5604/5598/84335"
"WP2857","Mesodermal commitment pathway",114,-0.335390981616575,-1.01209209097049,0.377049180327869,0.61943793911007,0.510292123752003,2592,"tags=25%, list=20%, signal=20%","6722/6615/203228/7003/26610/9113/5566/55809/85363/2005/3717/8463/10973/6925/5515/8091/84295/22823/3720/8728/3251/55704/10155/708/5087/80312/11169/54892"
"WP5434","Cancer pathways",384,-0.289277234169703,-1.01159345917022,0.365384615384615,0.61943793911007,0.510292123752003,1535,"tags=12%, list=12%, signal=11%","3845/4790/5925/5331/3326/3908/7175/3280/1856/26060/596/1027/2773/9138/7186/4292/5291/3320/317/3066/5292/4233/59345/2736/7170/2271/675/4436/6502/1728/2956/5732/1869/4893/2261/1909/1163/1017/6932/5888/9252/9134/3082/332/890"
"WP4536","Genes related to primary cilium development based on CRISPR ",103,-0.340281652258869,-1.03450713155243,0.451612903225806,0.649193548387097,0.534804753820034,1052,"tags=12%, list=8%, signal=11%","85459/55764/200894/8100/51134/79598/55125/163786/132320/89891/283643/80178"
"WP382","MAPK signaling",186,0.319499214338516,1.02848584502892,0.431372549019608,0.649193548387097,0.534804753820034,1654,"tags=13%, list=13%, signal=11%","785/4915/1850/4908/5801/1647/1326/2318/3725/1649/6237/22808/775/5606/1845/8491/3315/2260/5604/5598/6654/4149/5595/22800"
"WP4659","Gastrin signaling",101,0.331407096969109,1.0279785690689,0.421052631578947,0.649193548387097,0.534804753820034,2262,"tags=22%, list=17%, signal=18%","9076/1029/5054/595/3725/2534/4209/6714/598/29984/6548/5604/6654/7422/5595/5587/5581/6464/64283/2932/51564/2885"
"WP2858","Ectoderm differentiation",108,0.311296896628955,1.00103726947039,0.450980392156863,0.649193548387097,0.534804753820034,1162,"tags=10%, list=9%, signal=9%","4982/51222/51762/2720/2534/151613/25987/83439/8848/5236/51422"
"WP2005","miR targeted genes in muscle cell",319,-0.285519495371733,-0.978587157457663,0.492063492063492,0.685906685906686,0.565048986101618,1813,"tags=19%, list=14%, signal=17%","84191/9759/29116/5586/55347/4170/8636/91869/2820/8161/83871/6935/55052/94081/3845/406947/5925/7171/79813/9429/10971/9070/23657/1977/64841/3280/1105/54552/596/1027/25840/4691/5425/10772/80335/29957/1665/2483/83858/10165/4233/80155/865/23649/7170/9125/54901/58155/708/1075/3667/10541/5757/1869/84823/7298/7398/3159/23224/2146/29128/5347"
"WP2059","Alzheimer 39 s disease and miRNA effects",208,0.282043587630877,0.978577591056652,0.611111111111111,0.780864197530864,0.64327485380117,2140,"tags=18%, list=16%, signal=16%","6424/1435/83464/4035/10297/23385/3708/57142/26100/9451/102/1649/322/5289/775/291/29982/10313/3798/8408/55062/5663/22926/22943/5604/23130/5595/6868/4040/468/89953/2081/1020/2535/9776/673/3709/2932"
"WP5124","Alzheimer 39 s disease",207,0.282922382945449,0.97014861821552,0.607843137254902,0.780864197530864,0.64327485380117,2140,"tags=18%, list=16%, signal=16%","6424/1435/83464/4035/10297/23385/3708/57142/26100/9451/102/1649/322/5289/775/291/29982/10313/3798/8408/55062/5663/22926/22943/5604/23130/5595/6868/4040/468/89953/2081/1020/2535/9776/673/3709/2932"
"WP5115","Network map of SARS CoV 2 signaling",162,0.278715911826657,0.93877339145931,0.590909090909091,0.780864197530864,0.64327485380117,1859,"tags=20%, list=14%, signal=18%","6352/5054/3486/1509/81631/27072/716/57142/3725/2534/3716/6237/9755/55823/64798/27248/537/8408/1051/2934/11345/1522/629/84335/10956/7088/57617/11119/23155/23367/91754/8542/58191"
